strain,date,country
EPI_ISL_451644,2020-05-02,Poland
EPI_ISL_462273,2020-05-07,Belgium
EPI_ISL_462274,2020-05-07,Belgium
EPI_ISL_451645,2020-05-02,Poland
EPI_ISL_420393,2020-03-24,Belgium
EPI_ISL_462272,2020-05-07,Belgium
EPI_ISL_451648,2020-04-26,Poland
EPI_ISL_420849,2020-03-28,Democratic Republic of the Congo
EPI_ISL_451968,2020-03-18,Russia
EPI_ISL_445251,2020-03-10,Chile
EPI_ISL_435313,2020-03-13,Vietnam
EPI_ISL_413023,2020-02-29,Switzerland
EPI_ISL_430818,2020-04-19,Argentina
EPI_ISL_459980,2020-04-19,Morocco
EPI_ISL_458150,2020-05-15,Morocco
EPI_ISL_435409,2020-03-25,Hungary
EPI_ISL_457505,2020-05-06,United Kingdom
EPI_ISL_454524,2020-04-20,India
EPI_ISL_458056,2020-05-13,India
EPI_ISL_430001,2020-03-17,Jordan
EPI_ISL_464007,2020-04-12,Canada
EPI_ISL_460834,2020-04-23,Netherlands
EPI_ISL_460841,2020-05-22,Netherlands
EPI_ISL_460923,2020-05-26,Netherlands
EPI_ISL_438965,2020-04-14,Japan
EPI_ISL_435411,2020-03-27,Hungary
EPI_ISL_435132,2020-03-15,United Arab Emirates
EPI_ISL_466891,2020-04-22,Germany
EPI_ISL_466901,2020-04-30,Germany
EPI_ISL_438969,2020-04-22,Japan
EPI_ISL_438951,2020-04-06,Japan
EPI_ISL_438953,2020-04-06,Japan
EPI_ISL_438947,2020-04-06,Japan
EPI_ISL_438948,2020-04-06,Japan
EPI_ISL_438958,2020-04-10,Japan
EPI_ISL_438952,2020-04-06,Japan
EPI_ISL_438959,2020-04-10,Japan
EPI_ISL_438949,2020-04-06,Japan
EPI_ISL_438955,2020-04-08,Japan
EPI_ISL_437601,2020-04-06,Japan
EPI_ISL_438967,2020-04-16,Japan
EPI_ISL_447443,2020-03-30,Israel
EPI_ISL_438971,2020-04-24,Japan
EPI_ISL_435419,2020-03-20,Hungary
EPI_ISL_467012,2020-05-08,Switzerland
EPI_ISL_438956,2020-04-09,Japan
EPI_ISL_438970,2020-03-25,Japan
EPI_ISL_451885,2020-04-06,Switzerland
EPI_ISL_416036,2020-03-05,Brazil
EPI_ISL_458140,2020-04-07,Brazil
EPI_ISL_458147,2020-04-24,Brazil
EPI_ISL_458141,2020-04-26,Brazil
EPI_ISL_460081,2020-02-24,Italy
EPI_ISL_437932,2020-02-24,Austria
EPI_ISL_460089,2020-02-26,Italy
EPI_ISL_419689,2020-02-27,Spain
EPI_ISL_428895,2020-03-24,Russia
EPI_ISL_427308,2020-03-24,Russia
EPI_ISL_456238,2020-03-24,New Zealand
EPI_ISL_426772,2020-03-24,Australia
EPI_ISL_412972,2020-02-27,Mexico
EPI_ISL_417922,2020-02-28,Italy
EPI_ISL_451663,2020-05-05,Poland
EPI_ISL_462480,2020-05-13,Poland
EPI_ISL_437094,2020-03-23,Latvia
EPI_ISL_450522,2020-04-28,Latvia
EPI_ISL_450521,2020-04-28,Latvia
EPI_ISL_450520,2020-04-28,Latvia
EPI_ISL_427301,2020-03-11,Brazil
EPI_ISL_455701,2020-03-23,Vietnam
EPI_ISL_429235,2020-03-24,Italy
EPI_ISL_430797,2020-03-27,Argentina
EPI_ISL_430805,2020-04-01,Argentina
EPI_ISL_415129,2020-02-29,United Kingdom
EPI_ISL_413022,2020-02-29,Switzerland
EPI_ISL_451986,2020-04-07,Poland
EPI_ISL_455443,2020-04-01,Poland
EPI_ISL_451980,2020-04-02,Poland
EPI_ISL_451971,2020-04-01,Poland
EPI_ISL_451982,2020-03-29,Poland
EPI_ISL_451975,2020-03-31,Poland
EPI_ISL_429993,2020-03-16,Jordan
EPI_ISL_450248,2020-04-21,Russia
EPI_ISL_450250,2020-04-21,Russia
EPI_ISL_457702,2020-04-12,Oman
EPI_ISL_455707,2020-04-02,Vietnam
EPI_ISL_459962,2020-04-01,Germany
EPI_ISL_451541,2020-04-02,Australia
EPI_ISL_455106,2020-05-11,Sweden
EPI_ISL_436729,2020-04-27,Italy
EPI_ISL_434954,2020-03-29,USA
EPI_ISL_466693,2020-06-01,Bangladesh
EPI_ISL_426359,2020-03-17,Czech Republic
EPI_ISL_418257,2020-03-17,Italy
EPI_ISL_445317,2020-03-17,Chile
EPI_ISL_419304,2020-03-17,Japan
EPI_ISL_454064,2020-03-17,Portugal
EPI_ISL_429994,2020-03-17,Jordan
EPI_ISL_429999,2020-03-17,Jordan
EPI_ISL_422416,2020-03-18,Taiwan
EPI_ISL_430004,2020-03-17,Jordan
EPI_ISL_429169,2020-03-17,Thailand
EPI_ISL_462096,2020-05-23,Bangladesh
EPI_ISL_445214,2020-04-28,Bangladesh
EPI_ISL_447904,2020-05-11,Bangladesh
EPI_ISL_466687,2020-05-26,Bangladesh
EPI_ISL_466694,2020-06-01,Bangladesh
EPI_ISL_462095,2020-05-23,Bangladesh
EPI_ISL_464161,2020-06-01,Bangladesh
EPI_ISL_456619,2020-05-19,Australia
EPI_ISL_456617,2020-05-19,Australia
EPI_ISL_462094,2020-05-23,Bangladesh
EPI_ISL_466626,2020-05-07,Bangladesh
EPI_ISL_466628,2020-06-01,Bangladesh
EPI_ISL_464165,2020-05-10,Bangladesh
EPI_ISL_465164,2020-05-10,Bangladesh
EPI_ISL_466636,2020-05-10,Bangladesh
EPI_ISL_455459,2020-05-21,Bangladesh
EPI_ISL_464164,2020-05-26,Bangladesh
EPI_ISL_437912,2020-04-18,Bangladesh
EPI_ISL_466645,2020-06-01,Bangladesh
EPI_ISL_462091,2020-05-23,Bangladesh
EPI_ISL_466650,2020-06-01,Bangladesh
EPI_ISL_466649,2020-06-01,Bangladesh
EPI_ISL_466644,2020-06-01,Bangladesh
EPI_ISL_462092,2020-05-23,Bangladesh
EPI_ISL_466691,2020-06-01,Bangladesh
EPI_ISL_466689,2020-06-01,Bangladesh
EPI_ISL_466690,2020-06-01,Bangladesh
EPI_ISL_437902,2020-03-14,Greece
EPI_ISL_419311,2020-03-13,Japan
EPI_ISL_462464,2020-03-25,Bosnia and Herzegovina
EPI_ISL_435310,2020-03-09,Vietnam
EPI_ISL_461230,2020-04-23,Netherlands
EPI_ISL_429723,2020-03-22,Luxembourg
EPI_ISL_447804,2020-04-04,Colombia
EPI_ISL_435148,2020-04-08,Italy
EPI_ISL_435151,2020-04-08,Italy
EPI_ISL_435152,2020-04-09,Italy
EPI_ISL_435150,2020-04-08,Italy
EPI_ISL_442049,2020-04-06,United Kingdom
EPI_ISL_455697,2020-03-22,Vietnam
EPI_ISL_454472,2020-03-07,Sweden
EPI_ISL_466627,2020-06-01,Bangladesh
EPI_ISL_419875,2020-03-18,Australia
EPI_ISL_425229,2020-03-19,Czech Republic
EPI_ISL_426889,2020-04-02,Czech Republic
EPI_ISL_437096,2020-03-23,Latvia
EPI_ISL_437262,2020-03-22,Germany
EPI_ISL_424485,2020-03-20,Iceland
EPI_ISL_452043,2020-04-14,Denmark
EPI_ISL_426894,2020-03-27,Czech Republic
EPI_ISL_426896,2020-03-28,Czech Republic
EPI_ISL_426897,2020-03-29,Czech Republic
EPI_ISL_452139,2020-02-28,Mexico
EPI_ISL_454753,2020-02-28,Netherlands
EPI_ISL_462390,2020-03-21,Singapore
EPI_ISL_421477,2020-03-21,Portugal
EPI_ISL_435143,2020-03-18,United Arab Emirates
EPI_ISL_459966,2020-03-15,Morocco
EPI_ISL_448068,2020-05-05,United Kingdom
EPI_ISL_437898,2020-03-28,Greece
EPI_ISL_426287,2020-03-30,Latvia
EPI_ISL_426286,2020-03-30,Latvia
EPI_ISL_454130,2020-03-21,Portugal
EPI_ISL_459965,2020-03-03,Morocco
EPI_ISL_416430,2020-03-06,Vietnam
EPI_ISL_416431,2020-03-06,Vietnam
EPI_ISL_447748,2020-03-29,Colombia
EPI_ISL_454342,2020-03-18,Portugal
EPI_ISL_424974,2020-03-18,Taiwan
EPI_ISL_435312,2020-03-10,Vietnam
EPI_ISL_447646,2020-03-10,Greece
EPI_ISL_447647,2020-03-10,Greece
EPI_ISL_460604,2020-03-29,Russia
EPI_ISL_453854,2020-03-27,Portugal
EPI_ISL_466688,2020-06-01,Bangladesh
EPI_ISL_419303,2020-03-12,Japan
EPI_ISL_419309,2020-03-12,Japan
EPI_ISL_438966,2020-04-16,Japan
EPI_ISL_437952,2020-03-24,Austria
EPI_ISL_455109,2020-05-13,Sweden
EPI_ISL_430007,2020-03-19,Jordan
EPI_ISL_452189,2020-04-01,Italy
EPI_ISL_455963,2020-05-08,Belgium
EPI_ISL_450265,2020-04-21,Russia
EPI_ISL_427333,2020-04-07,Russia
EPI_ISL_427815,2020-04-07,Russia
EPI_ISL_430079,2020-04-10,Russia
EPI_ISL_450286,2020-04-22,Russia
EPI_ISL_427325,2020-04-07,Russia
EPI_ISL_430076,2020-04-10,Russia
EPI_ISL_455470,2020-05-14,Romania
EPI_ISL_453860,2020-03-27,Portugal
EPI_ISL_435155,2020-04-09,Italy
EPI_ISL_455110,2020-05-14,Sweden
EPI_ISL_427111,2020-04-04,Australia
EPI_ISL_447796,2020-04-04,Colombia
EPI_ISL_448458,2020-04-05,United Kingdom
EPI_ISL_454182,2020-04-19,Portugal
EPI_ISL_454190,2020-04-18,Portugal
EPI_ISL_454193,2020-04-18,Portugal
EPI_ISL_454304,2020-04-24,Portugal
EPI_ISL_420912,2020-03-21,Germany
EPI_ISL_434465,2020-03-23,Greece
EPI_ISL_455702,2020-03-27,Vietnam
EPI_ISL_426892,2020-03-27,Czech Republic
EPI_ISL_437311,2020-03-27,Turkey
EPI_ISL_428914,2020-03-30,Russia
EPI_ISL_437090,2020-03-24,Latvia
EPI_ISL_457703,2020-03-25,Oman
EPI_ISL_427338,2020-03-25,Russia
EPI_ISL_429232,2020-03-24,Italy
EPI_ISL_437305,2020-03-27,Turkey
EPI_ISL_437333,2020-03-25,Turkey
EPI_ISL_419308,2020-03-19,Japan
EPI_ISL_419306,2020-03-20,Japan
EPI_ISL_422432,2020-03-31,Singapore
EPI_ISL_445377,2020-04-05,Chile
EPI_ISL_430535,2020-04-03,Australia
EPI_ISL_417260,2020-03-05,United Kingdom
EPI_ISL_435303,2020-03-07,Vietnam
EPI_ISL_420600,2020-03-07,Argentina
EPI_ISL_419310,2020-03-13,Japan
EPI_ISL_447638,2020-03-13,Greece
EPI_ISL_436413,2020-03-30,India
EPI_ISL_455710,2020-04-09,Vietnam
EPI_ISL_455712,2020-04-10,Vietnam
EPI_ISL_429233,2020-03-24,Italy
EPI_ISL_437239,2020-04-02,Germany
EPI_ISL_466909,2020-05-11,Germany
EPI_ISL_455632,2020-04-30,South Africa
EPI_ISL_450291,2020-04-23,Russia
EPI_ISL_430602,2020-04-09,Australia
EPI_ISL_435154,2020-04-09,Italy
EPI_ISL_450273,2020-04-22,Russia
EPI_ISL_435125,2020-03-16,United Arab Emirates
EPI_ISL_450404,2020-03-16,Hong Kong
EPI_ISL_454041,2020-03-16,Portugal
EPI_ISL_430003,2020-03-16,Jordan
EPI_ISL_467009,2020-05-07,Switzerland
EPI_ISL_464162,2020-06-01,Bangladesh
EPI_ISL_455111,2020-05-14,Sweden
EPI_ISL_458784,2020-04-19,United Kingdom
EPI_ISL_421448,2020-03-18,Portugal
EPI_ISL_433833,2020-04-08,United Kingdom
EPI_ISL_445238,2020-04-20,Sweden
EPI_ISL_445234,2020-04-20,Sweden
EPI_ISL_435427,2020-03-25,Hungary
EPI_ISL_422437,2020-03-25,Italy
EPI_ISL_464160,2020-06-01,Bangladesh
EPI_ISL_430074,2020-04-08,Russia
EPI_ISL_450262,2020-04-21,Russia
EPI_ISL_450289,2020-04-23,Russia
EPI_ISL_436684,2020-03-31,South Africa
EPI_ISL_435149,2020-04-08,Italy
EPI_ISL_450283,2020-04-22,Russia
EPI_ISL_450280,2020-04-22,Russia
EPI_ISL_459973,2020-03-20,Morocco
EPI_ISL_427784,2020-03-20,Australia
EPI_ISL_419301,2020-03-11,Japan
EPI_ISL_419302,2020-03-12,Japan
EPI_ISL_447649,2020-03-11,Greece
EPI_ISL_447651,2020-03-09,Greece
EPI_ISL_430807,2020-04-02,Argentina
EPI_ISL_426356,2020-03-21,Czech Republic
EPI_ISL_451652,2020-04-30,Poland
EPI_ISL_450828,2020-04-28,Sweden
EPI_ISL_455699,2020-03-21,Vietnam
EPI_ISL_430802,2020-03-31,Argentina
EPI_ISL_455979,2020-05-11,Belgium
EPI_ISL_450833,2020-05-07,Sweden
EPI_ISL_431117,2020-03-20,India
EPI_ISL_436720,2020-03-20,Italy
EPI_ISL_443223,2020-03-20,Singapore
EPI_ISL_453958,2020-03-31,Portugal
EPI_ISL_451657,2020-05-05,Poland
EPI_ISL_451661,2020-05-05,Poland
EPI_ISL_450257,2020-04-20,Russia
EPI_ISL_447461,2020-04-17,Israel
EPI_ISL_430012,2020-03-30,Jordan
EPI_ISL_430009,2020-03-30,Jordan
EPI_ISL_434572,2020-04-14,Czech Republic
EPI_ISL_456402,2020-04-25,New Zealand
EPI_ISL_466877,2020-04-13,Germany
EPI_ISL_454218,2020-04-29,Portugal
EPI_ISL_457979,2020-03-18,Oman
EPI_ISL_455442,2020-03-18,Poland
EPI_ISL_426360,2020-03-18,Czech Republic
EPI_ISL_426357,2020-03-18,Czech Republic
EPI_ISL_419305,2020-03-18,Japan
EPI_ISL_435070,2020-03-18,India
EPI_ISL_425125,2020-03-18,Germany
EPI_ISL_458034,2020-04-29,India
EPI_ISL_463649,2020-05-04,USA
EPI_ISL_463648,2020-05-04,USA
EPI_ISL_463127,2020-05-08,USA
EPI_ISL_447802,2020-04-04,Colombia
EPI_ISL_459984,2020-04-06,Morocco
EPI_ISL_454221,2020-05-01,Portugal
EPI_ISL_451658,2020-05-05,Poland
EPI_ISL_450829,2020-04-28,Sweden
EPI_ISL_451660,2020-05-05,Poland
EPI_ISL_451659,2020-05-05,Poland
EPI_ISL_451655,2020-05-05,Poland
EPI_ISL_451656,2020-05-05,Poland
EPI_ISL_451664,2020-05-05,Poland
EPI_ISL_451662,2020-05-05,Poland
EPI_ISL_437497,2020-04-01,Saudi Arabia
EPI_ISL_447519,2020-04-01,Spain
EPI_ISL_437755,2020-04-01,Saudi Arabia
EPI_ISL_455709,2020-04-09,Vietnam
EPI_ISL_420144,2020-04-01,Georgia
